MANDT,CARRID,CONNID,FLDATE,BOOKID,CUSTOMID,INSTNO,PAYMETH,AMOUNT,CURRENCY,ARCHIVE_
300,AZ,0788,2028-04-04,00039641,00004389,0001,P,515.00,EUR,
300,LH,0401,2028-07-23,00062691,00003619,0001,C,316.00,EUR,
300,DL,1699,2028-08-11,00064077,00001656,0001,C,200.00,USD,
300,LH,0401,2028-07-23,00062895,00002395,0001,C,316.00,EUR,
300,AZ,0788,2028-04-04,00039968,00001707,0001,P,515.00,EUR,
300,AA,0026,2028-09-14,00062659,00001656,0001,C,290.00,USD,
300,LH,0401,2028-07-23,00062944,00003033,0001,C,316.00,EUR,
300,AZ,0788,2028-04-04,00039944,00000884,0001,P,515.00,EUR,
300,UA,3504,2028-09-24,00086689,00001656,0001,C,417.00,USD,
300,LH,0401,2028-07-23,00063044,00000717,0001,C,316.00,EUR,
300,DL,1699,2028-09-02,00068368,00001656,0001,C,401.00,USD,
300,AZ,0788,2028-04-04,00039809,00004200,0001,P,515.00,EUR,
300,LH,0401,2028-07-23,00062945,00000408,0001,C,316.00,EUR,
300,AZ,0788,2028-04-04,00039974,00003606,0001,P,515.00,EUR,
300,AA,0064,2028-08-17,00082082,00001656,0001,C,602.00,USD,
300,LH,0401,2028-07-23,00062694,00004322,0001,C,316.00,EUR,
300,AZ,0788,2028-04-04,00039982,00002827,0001,P,515.00,EUR,
300,AA,0064,2028-08-30,00083582,00001656,0001,C,602.00,USD,
300,LH,0401,2028-07-23,00062711,00004322,0001,C,316.00,EUR,
300,AZ,0788,2028-04-04,00039719,00002627,0001,P,515.00,EUR,
300,SQ,0066,2028-07-17,00082215,00001656,0001,C,312.00,SGD,
300,LH,0401,2028-07-23,00062986,00000789,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046590,00002522,0001,P,515.00,EUR,
300,DL,1984,2028-05-05,00082987,00001656,0001,C,602.00,USD,
300,LH,0401,2028-07-23,00062939,00000902,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046647,00000716,0001,P,515.00,EUR,
300,DL,1984,2028-05-05,00082988,00001656,0001,C,602.00,USD,
300,LH,0401,2028-07-23,00063014,00004286,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046917,00001752,0001,P,515.00,EUR,
300,SQ,0066,2028-07-08,00080549,00001656,0001,C,156.00,SGD,
300,LH,0401,2028-07-23,00062957,00000031,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046737,00000913,0001,P,515.00,EUR,
300,AA,0064,2028-05-15,00071761,00001656,0001,C,200.00,USD,
300,LH,0401,2028-07-23,00062822,00004627,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046752,00002281,0001,P,515.00,EUR,
300,DL,1699,2028-09-11,00070371,00001656,0001,C,200.00,USD,
300,LH,0401,2028-07-23,00063040,00000194,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046863,00003755,0001,P,515.00,EUR,
300,SQ,0066,2028-06-09,00074856,00001656,0001,C,156.00,SGD,
300,LH,0401,2028-07-23,00063065,00000194,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046608,00001298,0001,P,515.00,EUR,
300,UA,3504,2028-08-01,00075273,00001656,0001,C,417.00,USD,
300,LH,0401,2028-07-23,00062968,00001070,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046683,00000748,0001,P,515.00,EUR,
300,DL,1699,2028-10-15,00074656,00001656,0001,C,200.00,USD,
300,AZ,0788,2028-05-09,00046914,00001406,0001,P,515.00,EUR,
300,LH,0401,2028-07-23,00062954,00002933,0001,C,316.00,EUR,
300,UA,3516,2028-04-28,00095868,00001656,0001,C,290.00,USD,
300,LH,0401,2028-07-23,00062921,00002977,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046773,00003329,0001,P,515.00,EUR,
300,AA,0064,2028-05-24,00072671,00001656,0001,C,200.00,USD,
300,LH,0401,2028-07-23,00062918,00004551,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046881,00002302,0001,P,515.00,EUR,
300,JL,0408,2028-06-18,00036396,00001656,0001,C,1008.00,JPY,
300,AZ,0788,2028-05-09,00046872,00003899,0001,P,515.00,EUR,
300,LH,0401,2028-07-23,00062784,00000741,0001,C,316.00,EUR,
300,DL,1984,2028-08-27,00105401,00001656,0001,C,200.00,USD,
300,LH,0401,2028-07-23,00062859,00000189,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046938,00002607,0001,P,515.00,EUR,
300,UA,0007,2028-05-06,00005555,00001656,0001,C,401.00,USD,
300,LH,0401,2028-07-23,00062796,00003940,0001,C,316.00,EUR,
300,AA,0017,2028-03-28,00000552,00001656,0001,C,200.00,USD,
300,AZ,0788,2028-05-09,00046893,00000033,0001,P,515.00,EUR,
300,LH,0401,2028-07-23,00062801,00001399,0001,C,316.00,EUR,
300,UA,0007,2028-04-16,00002926,00001656,0001,C,200.00,USD,
300,AZ,0788,2028-05-09,00046743,00000824,0001,P,515.00,EUR,
300,LH,0401,2028-07-23,00063037,00001195,0001,C,316.00,EUR,
300,AA,0017,2028-06-03,00013519,00001656,0001,C,602.00,USD,
300,AZ,0788,2028-05-09,00046755,00002884,0001,P,515.00,EUR,
300,LH,0401,2028-07-23,00062838,00002082,0001,C,316.00,EUR,
300,UA,0007,2028-06-24,00012363,00001656,0001,C,602.00,USD,
300,LH,0401,2028-07-23,00062856,00001921,0001,C,316.00,EUR,
300,QF,0006,2028-08-07,00056553,00001656,0001,C,374.00,AUD,
300,LH,0401,2028-07-23,00062925,00002058,0001,C,316.00,EUR,
300,SQ,0067,2028-05-11,00107362,00001656,0001,C,156.00,SGD,
300,AZ,0788,2028-05-09,00046941,00002474,0001,P,515.00,EUR,
300,LH,0401,2028-07-23,00062865,00004145,0001,C,316.00,EUR,
300,UA,3516,2028-05-27,00101242,00001656,0001,C,870.00,USD,
300,AZ,0788,2028-05-09,00046686,00003546,0001,P,515.00,EUR,
300,LH,0401,2028-07-23,00062772,00004145,0001,C,316.00,EUR,
300,SQ,0015,2028-09-05,00054106,00001656,0001,C,1102.00,SGD,
300,AZ,0788,2028-05-09,00046923,00003739,0001,P,515.00,EUR,
300,LH,0401,2028-07-23,00062832,00002399,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046908,00004232,0001,P,515.00,EUR,
300,DL,1699,2028-07-31,00061794,00001656,0001,C,401.00,USD,
300,LH,0401,2028-07-23,00062723,00000769,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046821,00004136,0001,P,515.00,EUR,
300,AA,0026,2028-08-09,00057758,00001656,0001,C,290.00,USD,
300,LH,0401,2028-07-23,00062847,00001532,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046725,00001768,0001,P,515.00,EUR,
300,QF,0006,2028-08-18,00058161,00001656,0001,C,374.00,AUD,
300,LH,0401,2028-07-23,00063059,00001118,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046614,00000620,0001,P,515.00,EUR,
300,SQ,0015,2028-07-05,00041612,00001656,0001,C,2204.00,SGD,
300,LH,0401,2028-07-23,00062774,00001857,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046662,00002583,0001,P,515.00,EUR,
300,UA,0941,2028-09-25,00048815,00001656,0001,C,417.00,USD,
300,LH,0401,2028-07-23,00062962,00001925,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046617,00004168,0001,P,515.00,EUR,
300,UA,3516,2028-09-03,00121148,00001656,0001,C,290.00,USD,
300,LH,0401,2028-07-23,00062727,00000392,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046734,00000129,0001,P,515.00,EUR,
300,SQ,0067,2028-07-22,00121353,00001656,0001,C,156.00,SGD,
300,LH,0401,2028-08-21,00068427,00001443,0001,C,316.00,EUR,
300,AZ,0788,2028-05-09,00046878,00004004,0001,P,515.00,EUR,
300,DL,1984,2028-09-04,00107143,00001656,0001,C,200.00,USD,
300,AZ,0788,2028-05-09,00046818,00001848,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068729,00004193,0001,C,316.00,EUR,
300,SQ,0067,2028-04-26,00104169,00001656,0001,C,312.00,SGD,
300,AZ,0788,2028-05-09,00046866,00003068,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068640,00004422,0001,C,316.00,EUR,
300,DL,1984,2028-08-31,00105999,00001656,0001,C,200.00,USD,
300,LH,0401,2028-08-21,00068741,00000492,0001,C,316.00,EUR,
300,SQ,0117,2028-04-26,00151841,00001656,0001,C,169.00,SGD,
300,AZ,0788,2028-05-09,00046629,00000035,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068663,00001363,0001,C,316.00,EUR,
300,UA,3517,2028-08-15,00155799,00001656,0001,C,290.00,USD,
300,AZ,0788,2028-05-09,00046605,00004028,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068580,00001363,0001,C,316.00,EUR,
300,UA,3517,2028-07-04,00147467,00001656,0001,C,290.00,USD,
300,AZ,0788,2028-06-25,00055806,00001149,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068648,00004342,0001,C,316.00,EUR,
300,UA,3517,2028-06-27,00146302,00001656,0001,C,290.00,USD,
300,AZ,0788,2028-06-25,00056093,00002779,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068493,00003266,0001,C,316.00,EUR,
300,SQ,0117,2028-08-09,00163513,00001656,0001,C,169.00,SGD,
300,AZ,0788,2028-06-25,00056060,00004277,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068489,00001476,0001,C,316.00,EUR,
300,SQ,0067,2028-09-22,00133522,00001656,0001,C,156.00,SGD,
300,AZ,0788,2028-06-25,00055791,00004566,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068492,00001945,0001,C,316.00,EUR,
300,UA,3517,2028-05-14,00137455,00001656,0001,C,580.00,USD,
300,AZ,0788,2028-06-25,00055953,00000037,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068487,00003832,0001,C,316.00,EUR,
300,AA,0064,2028-07-28,00080001,00001656,0001,C,200.00,USD,
300,AZ,0788,2028-06-25,00055935,00003707,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068685,00000625,0001,C,316.00,EUR,
300,AA,0064,2028-06-20,00075735,00001656,0001,C,200.00,USD,
300,AZ,0788,2028-06-25,00055830,00002803,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068583,00002106,0001,C,316.00,EUR,
300,AA,0064,2028-07-10,00077914,00001656,0001,C,200.00,USD,
300,AZ,0788,2028-06-25,00055794,00001735,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068709,00000745,0001,C,316.00,EUR,
300,UA,3504,2028-08-08,00076477,00001656,0001,C,417.00,USD,
300,AZ,0788,2028-06-25,00056072,00002643,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068688,00000829,0001,C,316.00,EUR,
300,SQ,0066,2028-08-27,00090526,00001656,0001,C,156.00,SGD,
300,AZ,0788,2028-06-25,00056075,00001045,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068379,00001291,0001,C,316.00,EUR,
300,AZ,0788,2028-06-25,00055815,00001334,0001,P,515.00,EUR,
300,DL,1984,2028-06-18,00091667,00001656,0001,C,602.00,USD,
300,LH,0401,2028-08-21,00068407,00000825,0001,C,316.00,EUR,
300,AZ,0788,2028-06-25,00056039,00001358,0001,P,515.00,EUR,
300,DL,1984,2028-06-05,00089098,00001656,0001,C,200.00,USD,
300,LH,0401,2028-08-21,00068613,00000825,0001,C,316.00,EUR,
300,AZ,0788,2028-06-25,00055782,00000499,0001,P,515.00,EUR,
300,DL,1984,2028-05-29,00088032,00001656,0001,C,200.00,USD,
300,AZ,0788,2028-06-25,00056081,00002538,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068712,00003607,0001,C,316.00,EUR,
300,DL,1984,2028-08-15,00103173,00001656,0001,C,200.00,USD,
300,LH,0401,2028-08-21,00068622,00000380,0001,C,316.00,EUR,
300,AZ,0788,2028-06-25,00055968,00003787,0001,P,515.00,EUR,
300,SQ,0066,2028-10-17,00097534,00001656,0001,C,156.00,SGD,
300,AZ,0788,2028-06-25,00055860,00001695,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068655,00004021,0001,C,316.00,EUR,
300,SQ,0066,2028-10-17,00097535,00001656,0001,C,156.00,SGD,
300,AZ,0788,2028-06-25,00055869,00001695,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068392,00003374,0001,C,316.00,EUR,
300,SQ,0866,2028-06-15,00317160,00001656,0001,C,487.00,SGD,
300,AZ,0788,2028-06-25,00055956,00001619,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068410,00004133,0001,C,316.00,EUR,
300,SQ,0866,2028-04-18,00306037,00001656,0001,C,243.00,SGD,
300,AZ,0788,2028-06-25,00056024,00003149,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068610,00002664,0001,C,316.00,EUR,
300,SQ,0866,2028-05-15,00311236,00001656,0001,C,243.00,SGD,
300,AZ,0788,2028-06-25,00056063,00001836,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068679,00002579,0001,C,316.00,EUR,
300,SQ,0866,2028-04-27,00307903,00001656,0001,C,243.00,SGD,
300,AZ,0788,2028-06-25,00056018,00004405,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068570,00002571,0001,C,316.00,EUR,
300,SQ,0863,2028-05-07,00284424,00001656,0001,C,243.00,SGD,
300,AZ,0788,2028-06-25,00055932,00000780,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068520,00000468,0001,C,316.00,EUR,
300,SQ,0326,2028-09-12,00276118,00001656,0001,C,1650.00,SGD,
300,AZ,0788,2028-06-25,00055839,00002209,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068475,00000629,0001,C,316.00,EUR,
300,SQ,0326,2028-10-14,00279028,00001656,0001,C,825.00,SGD,
300,AZ,0788,2028-06-25,00055824,00001270,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068403,00000139,0001,C,316.00,EUR,
300,SQ,0863,2028-04-04,00280723,00001656,0001,C,243.00,SGD,
300,AZ,0788,2028-06-25,00055848,00002992,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068370,00003744,0001,C,316.00,EUR,
300,SQ,0326,2028-09-26,00278257,00001656,0001,C,825.00,SGD,
300,AZ,0788,2028-06-25,00055914,00002771,0001,P,515.00,EUR,
300,SQ,0866,2028-04-02,00303187,00001656,0001,C,243.00,SGD,
300,LH,0401,2028-08-21,00068421,00000661,0001,C,316.00,EUR,
300,AZ,0788,2028-06-25,00055842,00004485,0001,P,515.00,EUR,
300,AZ,0788,2028-06-25,00055761,00004505,0001,P,515.00,EUR,
300,SQ,0866,2028-03-26,00301634,00001656,0001,C,243.00,SGD,
300,LH,0401,2028-08-21,00068726,00000689,0001,C,316.00,EUR,
300,AZ,0788,2028-06-25,00055896,00000343,0001,P,515.00,EUR,
300,SQ,0863,2028-08-18,00296000,00001656,0001,C,243.00,SGD,
300,AZ,0788,2028-06-25,00056012,00000343,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068643,00004506,0001,C,316.00,EUR,
300,AZ,0788,2028-06-25,00055959,00002486,0001,P,515.00,EUR,
300,SQ,0997,2028-06-02,00391242,00001656,0001,C,432.00,SGD,
300,LH,0401,2028-08-21,00068667,00001110,0001,C,316.00,EUR,
300,AZ,0788,2028-07-22,00061234,00003522,0001,P,515.00,EUR,
300,SQ,0997,2028-05-10,00386969,00001656,0001,C,432.00,SGD,
300,LH,0401,2028-08-21,00068535,00002170,0001,C,316.00,EUR,
300,AZ,0788,2028-07-22,00061273,00002944,0001,P,515.00,EUR,
300,AZ,0788,2028-07-22,00061249,00000004,0001,P,515.00,EUR,
300,SQ,0997,2028-09-12,00411284,00001656,0001,C,432.00,SGD,
300,LH,0401,2028-08-21,00068561,00002114,0001,C,316.00,EUR,
300,AZ,0788,2028-07-22,00061024,00001687,0001,P,515.00,EUR,
300,SQ,0997,2028-07-12,00399059,00001656,0001,C,432.00,SGD,
300,AZ,0788,2028-07-22,00061141,00003755,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068673,00002186,0001,C,316.00,EUR,
300,AZ,0788,2028-07-22,00060979,00000025,0001,P,515.00,EUR,
300,SQ,0997,2028-07-05,00397732,00001656,0001,C,432.00,SGD,
300,LH,0401,2028-08-21,00068364,00003579,0001,C,316.00,EUR,
300,AZ,0788,2028-07-22,00061267,00002109,0001,P,515.00,EUR,
300,AZ,0788,2028-07-22,00060982,00001639,0001,P,515.00,EUR,
300,SQ,0997,2028-07-30,00402594,00001656,0001,C,432.00,SGD,
300,LH,0401,2028-08-21,00068395,00004101,0001,C,316.00,EUR,
300,AZ,0788,2028-07-22,00061204,00000487,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068669,00000717,0001,C,316.00,EUR,
300,SQ,0988,2028-05-12,00348376,00001656,0001,C,1296.00,SGD,
300,AZ,0788,2028-07-22,00061117,00003293,0001,P,515.00,EUR,
300,AZ,0788,2028-07-22,00061183,00002960,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068642,00001777,0001,C,316.00,EUR,
300,SQ,0866,2028-10-20,00338658,00001656,0001,C,243.00,SGD,
300,AZ,0788,2028-07-22,00061000,00003618,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068703,00001853,0001,C,316.00,EUR,
300,SQ,0988,2028-03-31,00340217,00001656,0001,C,432.00,SGD,
300,AZ,0788,2028-07-22,00061312,00001711,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068609,00001716,0001,C,316.00,EUR,
300,AZ,0788,2028-07-22,00060971,00001527,0001,P,515.00,EUR,
300,SQ,0988,2028-04-20,00344065,00001656,0001,C,432.00,SGD,
300,LH,0401,2028-08-21,00068666,00002848,0001,C,316.00,EUR,
300,AZ,0788,2028-07-22,00060962,00000367,0001,P,515.00,EUR,
300,SQ,0988,2028-09-03,00370807,00001656,0001,C,432.00,SGD,
300,AZ,0788,2028-07-22,00061069,00004120,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068624,00003880,0001,C,316.00,EUR,
300,SQ,0988,2028-09-05,00371080,00001656,0001,C,432.00,SGD,
300,AZ,0788,2028-07-22,00061174,00003084,0001,P,515.00,EUR,
300,AZ,0788,2028-07-22,00061309,00003614,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068721,00000143,0001,C,316.00,EUR,
300,UA,3517,2028-08-29,00158608,00001656,0001,C,290.00,USD,
300,AZ,0788,2028-07-22,00061156,00003686,0001,P,515.00,EUR,
300,SQ,0114,2028-08-09,00144661,00001656,0001,C,169.00,SGD,
300,LH,0401,2028-08-21,00068558,00001038,0001,C,316.00,EUR,
300,SQ,0117,2028-04-26,00151840,00001656,0001,C,169.00,SGD,
300,AZ,0788,2028-07-22,00061300,00004188,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068486,00002977,0001,C,316.00,EUR,
300,UA,3517,2028-07-17,00150255,00001656,0001,C,290.00,USD,
300,LH,0401,2028-08-21,00068373,00004518,0001,C,316.00,EUR,
300,SQ,0158,2028-05-07,00174979,00001656,0001,C,235.00,SGD,
300,AZ,0788,2028-07-22,00061282,00002358,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068594,00003647,0001,C,316.00,EUR,
300,SQ,0158,2028-06-12,00178864,00001656,0001,C,470.00,SGD,
300,AZ,0788,2028-07-22,00061276,00000036,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068636,00000225,0001,C,316.00,EUR,
300,SQ,0158,2028-06-16,00179428,00001656,0001,C,235.00,SGD,
300,AZ,0788,2028-07-22,00061108,00000888,0001,P,515.00,EUR,
300,SQ,0158,2028-06-10,00178747,00001656,0001,C,235.00,SGD,
300,LH,0401,2028-08-21,00068652,00002511,0001,C,316.00,EUR,
300,AZ,0788,2028-07-22,00061129,00000720,0001,P,515.00,EUR,
300,SQ,0158,2028-06-25,00180517,00001656,0001,C,235.00,SGD,
300,LH,0401,2028-08-21,00068691,00002162,0001,C,316.00,EUR,
300,AZ,0788,2028-07-22,00061132,00000660,0001,P,515.00,EUR,
300,SQ,0158,2028-06-19,00179712,00001656,0001,C,235.00,SGD,
300,LH,0401,2028-08-21,00068675,00002226,0001,C,316.00,EUR,
300,AZ,0788,2028-07-22,00061207,00000620,0001,P,515.00,EUR,
300,SQ,0067,2028-07-06,00118478,00001656,0001,C,156.00,SGD,
300,LH,0401,2028-08-21,00068714,00002704,0001,C,316.00,EUR,
300,AZ,0788,2028-07-22,00061255,00003915,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068504,00002756,0001,C,316.00,EUR,
300,SQ,0067,2028-08-09,00124726,00001656,0001,C,156.00,SGD,
300,AZ,0788,2028-07-22,00061093,00002771,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068687,00003535,0001,C,316.00,EUR,
300,UA,3516,2028-03-28,00089869,00001656,0001,C,290.00,USD,
300,AZ,0788,2028-07-22,00060988,00003229,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068447,00004121,0001,C,316.00,EUR,
300,UA,3516,2028-09-10,00122800,00001656,0001,C,290.00,USD,
300,AZ,0788,2028-07-22,00061231,00000017,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068385,00002985,0001,C,316.00,EUR,
300,AZ,0788,2028-06-10,00052947,00000379,0001,P,515.00,EUR,
300,SQ,0067,2028-06-14,00114023,00001656,0001,C,156.00,SGD,
300,LH,0401,2028-08-21,00068739,00003101,0001,C,316.00,EUR,
300,AZ,0788,2028-06-10,00052857,00003466,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068568,00004145,0001,C,316.00,EUR,
300,AZ,0788,2028-06-10,00052917,00000159,0001,P,515.00,EUR,
300,SQ,0067,2028-08-13,00125804,00001656,0001,C,156.00,SGD,
300,LH,0401,2028-08-21,00068516,00001166,0001,C,316.00,EUR,
300,AZ,0788,2028-06-10,00053036,00000547,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068441,00001183,0001,C,316.00,EUR,
300,AZ,0788,2028-06-10,00052758,00000435,0001,P,515.00,EUR,
300,UA,3516,2028-10-08,00126959,00001656,0001,C,290.00,USD,
300,LH,0401,2028-08-21,00068538,00001544,0001,C,316.00,EUR,
300,AZ,0788,2028-06-10,00052935,00001298,0001,P,515.00,EUR,
300,SQ,0325,2028-07-16,00236025,00001656,0001,C,825.00,SGD,
300,LH,0401,2028-08-21,00068543,00001472,0001,C,316.00,EUR,
300,AZ,0788,2028-06-10,00052728,00002310,0001,P,515.00,EUR,
300,AZ,0788,2028-06-10,00052902,00000443,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068439,00001640,0001,C,316.00,EUR,
300,SQ,0325,2028-06-28,00232443,00001656,0001,C,2476.00,SGD,
300,AZ,0788,2028-06-10,00052923,00003835,0001,P,515.00,EUR,
300,AZ,0788,2028-06-10,00052725,00004361,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068415,00004611,0001,C,316.00,EUR,
300,SQ,0325,2028-08-07,00240260,00001656,0001,C,2476.00,SGD,
300,AZ,0788,2028-06-10,00052785,00000011,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068730,00003944,0001,C,316.00,EUR,
300,SQ,0325,2028-05-23,00225597,00001656,0001,C,825.00,SGD,
300,AZ,0788,2028-06-10,00052872,00001772,0001,P,515.00,EUR,
300,AZ,0788,2028-06-10,00052956,00003666,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068499,00004567,0001,C,316.00,EUR,
300,SQ,0325,2028-05-30,00226931,00001656,0001,C,825.00,SGD,
300,AZ,0788,2028-06-10,00053015,00001744,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068631,00001419,0001,C,316.00,EUR,
300,AZ,0788,2028-06-10,00053006,00001222,0001,P,515.00,EUR,
300,SQ,0326,2028-03-31,00253284,00001656,0001,C,825.00,SGD,
300,AZ,0788,2028-06-10,00053042,00003209,0001,P,515.00,EUR,
300,LH,0401,2028-08-21,00068398,00003322,0001,C,316.00,EUR,
300,AZ,0788,2028-06-10,00052731,00002338,0001,P,515.00,EUR,
300,SQ,0161,2028-04-15,00194451,00001656,0001,C,235.00,SGD,
300,AZ,0788,2028-06-10,00052991,00001186,0001,P,515.00,EUR,
300,LH,0401,2028-09-15,00074422,00001443,0001,C,316.00,EUR,
300,SQ,0158,2028-08-16,00186154,00001656,0001,C,235.00,SGD,
300,AZ,0788,2028-06-10,00052911,00004333,0001,P,515.00,EUR,
300,AZ,0788,2028-06-10,00052848,00002719,0001,P,515.00,EUR,
300,LH,0401,2028-09-15,00074080,00002620,0001,C,316.00,EUR,
300,SQ,0158,2028-08-07,00185326,00001656,0001,C,235.00,SGD,
300,AZ,0788,2028-06-10,00052710,00003149,0001,P,515.00,EUR,
300,LH,0401,2028-09-15,00074268,00000303,0001,C,316.00,EUR,
300,AZ,0788,2028-06-10,00053027,00004477,0001,P,515.00,EUR,
300,SQ,0158,2028-10-17,00191690,00001656,0001,C,235.00,SGD,
300,AZ,0788,2028-06-10,00052920,00004465,0001,P,515.00,EUR,
300,LH,0401,2028-09-15,00074065,00001018,0001,C,316.00,EUR,
300,AZ,0788,2028-06-10,00052860,00003951,0001,P,515.00,EUR,
300,SQ,0161,2028-03-26,00192088,00001656,0001,C,235.00,SGD,
300,LH,0401,2028-09-15,00074211,00003800,0001,C,316.00,EUR,
300,AZ,0788,2028-06-10,00052959,00004064,0001,P,515.00,EUR,
300,SQ,0325,2028-04-02,00215682,00001656,0001,C,825.00,SGD,
300,AZ,0788,2028-06-10,00052887,00003735,0001,P,515.00,EUR,
300,LH,0401,2028-09-15,00074347,00002278,0001,C,316.00,EUR,
300,AZ,0788,2028-06-10,00052752,00002502,0001,P,515.00,EUR,
300,SQ,0325,2028-04-04,00215955,00001656,0001,C,825.00,SGD,
300,LH,0401,2028-09-15,00074221,00004205,0001,C,316.00,EUR,
300,AZ,0788,2028-06-10,00052740,00003775,0001,P,515.00,EUR,
300,AZ,0788,2028-06-10,00052988,00000941,0001,P,515.00,EUR,
300,LH,0401,2028-09-15,00074325,00001476,0001,C,316.00,EUR,
300,SQ,0015,2028-05-28,00034452,00004516,0001,C,986.00,SGD,
300,AZ,0788,2028-06-10,00053030,00000035,0001,P,515.00,EUR,
300,LH,0401,2028-09-15,00074310,00003575,0001,C,316.00,EUR,
300,AZ,0788,2028-07-18,00060072,00003369,0001,P,515.00,EUR,
300,QF,0005,2028-05-26,00011850,00004516,0001,C,335.00,AUD,
300,AZ,0788,2028-07-18,00060102,00000656,0001,P,515.00,EUR,
300,LH,0401,2028-09-15,00074385,00004257,0001,C,316.00,EUR,
300,JL,0408,2028-06-29,00037745,00004516,0001,C,451.00,JPY,
300,AZ,0788,2028-07-18,00060096,00003361,0001,P,515.00,EUR,
300,AZ,0788,2028-07-18,00060162,00000439,0001,P,515.00,EUR,
300,LH,0401,2028-09-15,00074365,00003190,0001,C,316.00,EUR,
300,SQ,0015,2028-05-01,00029305,00004516,0001,C,986.00,SGD,
300,AZ,0788,2028-07-18,00060339,00002261,0001,P,515.00,EUR,
300,AZ,0788,2028-07-18,00060351,00000447,0001,P,515.00,EUR,
300,LH,0401,2028-09-15,00074125,00004350,0001,C,316.00,EUR,
300,UA,0941,2028-04-07,00029015,00004516,0001,C,1121.00,USD,
300,AZ,0788,2028-07-18,00060237,00004273,0001,P,515.00,EUR,
300,LH,0401,2028-09-15,00074187,00001873,0001,C,316.00,EUR,
300,QF,0005,2028-07-23,00023389,00004516,0001,C,335.00,AUD,
300,AZ,0788,2028-07-18,00060261,00003534,0001,P,515.00,EUR,
