MANDT,CARRID,CONNID,FLDATE,BOOKID,CUSTOMID,TICKET,PLACE,ARCHIVE_
300,LH,2463,2028-07-08,279617,2286,O,AIRPORT,
300,UA,3517,2028-07-28,00152461,00003454,O,AIRPORT,0000
300,LH,2463,2028-04-16,270195,2286,O,AIRPORT,
300,LH,0455,2028-05-25,00152414,00003454,O,AIRPORT,0000
300,LH,2463,2028-04-05,269083,2286,O,AIRPORT,
300,LH,0455,2028-07-02,00156652,00003454,O,AIRPORT,0000
300,LH,2436,2028-05-15,235687,2286,O,AIRPORT,
300,LH,3577,2028-08-24,307688,2286,O,AIRPORT,
300,AZ,0791,2028-07-23,00154553,00003454,O,AIRPORT,0000
300,LH,3577,2028-10-12,312564,2286,O,AIRPORT,
300,LH,0455,2028-06-21,00155434,00003454,O,AIRPORT,0000
300,LH,2463,2028-10-07,289807,2286,O,AIRPORT,
300,UA,3517,2028-08-11,00155055,00003454,O,AIRPORT,0000
300,LH,2463,2028-07-19,280936,2286,O,AIRPORT,
300,AZ,0790,2028-05-21,00122200,00003454,O,AIRPORT,0000
300,LH,2463,2028-07-23,281413,2286,O,AIRPORT,
300,UA,3516,2028-09-10,00122852,00003454,O,AIRPORT,0000
300,LH,2463,2028-09-06,286654,2286,O,AIRPORT,
300,LH,0454,2028-05-20,00125237,00003454,O,AIRPORT,0000
300,LH,2463,2028-08-17,284122,2286,O,AIRPORT,
300,LH,0454,2028-05-15,00124734,00003454,O,AIRPORT,0000
300,LH,3577,2028-08-10,306170,2286,O,AIRPORT,
300,UA,3516,2028-09-16,00124108,00003454,O,AIRPORT,0000
300,LH,3577,2028-04-30,294676,2286,O,AIRPORT,
300,LH,2407,2028-06-15,199742,2286,O,AIRPORT,
300,LH,0402,2028-09-20,00114762,00003454,O,AIRPORT,0000
300,LH,2407,2028-07-08,202267,2286,O,AIRPORT,
300,LH,0402,2028-09-25,00115450,00003454,O,AIRPORT,0000
300,LH,2407,2028-07-17,203271,2286,O,AIRPORT,
300,AZ,0790,2028-04-02,00115303,00003454,O,AIRPORT,0000
300,LH,2407,2028-04-16,193020,2286,O,AIRPORT,
300,LH,0402,2028-10-30,00117454,00003454,O,AIRPORT,0000
300,LH,2415,2028-06-22,221579,2286,O,AIRPORT,
300,UA,3516,2028-08-25,00118680,00003454,O,AIRPORT,0000
300,LH,2407,2028-09-04,208956,2286,O,AIRPORT,
300,AZ,0790,2028-04-24,00118560,00003454,O,AIRPORT,0000
300,LH,2407,2028-09-04,209178,2286,O,AIRPORT,
300,LH,0454,2028-08-19,00138019,00003454,O,AIRPORT,0000
300,LH,2407,2028-09-26,211920,2286,O,AIRPORT,
300,UA,3516,2028-10-31,00127993,00003454,O,AIRPORT,0000
300,LH,2415,2028-03-31,213530,2286,O,AIRPORT,
300,LH,0454,2028-06-18,00129312,00003454,O,AIRPORT,0000
300,LH,455,2028-09-29,166870,2286,O,AIRPORT,
300,UA,3517,2028-03-30,00129038,00003454,O,AIRPORT,0000
300,LH,2402,2028-07-21,181271,2286,O,AIRPORT,
300,LH,2402,2028-06-24,178278,2286,O,AIRPORT,
300,AZ,0790,2028-06-23,00126613,00003454,O,AIRPORT,0000
300,LH,2402,2028-06-24,178231,2286,O,AIRPORT,
300,LH,0454,2028-06-27,00130711,00003454,O,AIRPORT,0000
300,LH,2402,2028-07-08,179716,2286,O,AIRPORT,
300,LH,0455,2028-09-16,00165540,00003454,O,AIRPORT,0000
300,LH,2402,2028-08-24,185109,2286,O,AIRPORT,
300,LH,0455,2028-09-11,00165017,00003454,O,AIRPORT,0000
300,LH,2402,2028-09-06,186855,2286,O,AIRPORT,
300,LH,2402,2028-08-06,183109,2286,O,AIRPORT,
300,LH,2407,2028-06-15,00199858,00003454,O,AIRPORT,0000
300,LH,2402,2028-06-15,177368,2286,O,AIRPORT,
300,LH,2402,2028-09-22,00188879,00003454,O,AIRPORT,0000
300,AZ,555,2028-07-07,20102,3983,O,AIRPORT,
300,LH,2402,2028-07-28,00182033,00003454,O,AIRPORT,0000
300,LH,400,2028-04-05,2117,3983,O,AIRPORT,
300,LH,400,2028-07-14,21618,3983,O,AIRPORT,
300,LH,2402,2028-08-12,00183786,00003454,O,AIRPORT,0000
300,AZ,555,2028-06-23,17575,3983,O,AIRPORT,
300,LH,2402,2028-06-29,00178894,00003454,O,AIRPORT,0000
300,DL,106,2028-06-25,17822,3983,O,AIRPORT,
300,LH,2402,2028-06-29,00178724,00003454,O,AIRPORT,0000
300,AZ,555,2028-06-30,18880,3983,O,AIRPORT,
300,LH,2402,2028-07-21,00181323,00003454,O,AIRPORT,0000
300,DL,106,2028-04-06,1921,3983,O,AIRPORT,
300,LH,2402,2028-07-21,00181269,00003454,O,AIRPORT,0000
300,QF,5,2028-06-28,18607,3983,O,AIRPORT,
300,LH,2402,2028-05-20,00174242,00003454,O,AIRPORT,0000
300,AZ,555,2028-07-29,24472,3983,O,AIRPORT,
300,LH,2402,2028-06-20,00177845,00003454,O,AIRPORT,0000
300,UA,7,2028-09-17,24956,3983,O,AIRPORT,
300,LH,2462,2028-06-11,00254249,00003454,O,AIRPORT,0000
300,AZ,788,2028-05-16,48176,3983,O,AIRPORT,
300,AZ,555,2028-07-18,22515,3983,O,AIRPORT,
300,LH,2462,2028-07-14,00258000,00003454,O,AIRPORT,0000
300,UA,7,2028-09-04,22715,3983,O,AIRPORT,
300,LH,2462,2028-07-25,00259184,00003454,O,AIRPORT,0000
300,UA,7,2028-09-10,23666,3983,O,AIRPORT,
300,LH,2462,2028-07-07,00257153,00003454,O,AIRPORT,0000
300,DL,106,2028-07-26,23778,3983,O,AIRPORT,
300,LH,2462,2028-05-28,00252699,00003454,O,AIRPORT,0000
300,JL,407,2028-09-10,23202,3983,O,AIRPORT,
300,LH,2462,2028-08-28,00263034,00003454,O,AIRPORT,0000
300,LH,400,2028-07-23,23540,3983,O,AIRPORT,
300,LH,2436,2028-04-25,00234460,00003454,O,AIRPORT,0000
300,JL,407,2028-06-08,10389,3983,O,AIRPORT,
300,LH,2415,2028-08-17,00227065,00003454,O,AIRPORT,0000
300,JL,407,2028-05-19,7439,3983,O,AIRPORT,
300,LH,2463,2028-10-18,00290188,00003454,O,AIRPORT,0000
300,AZ,555,2028-05-16,10202,3983,O,AIRPORT,
300,LH,2463,2028-07-12,00280074,00003454,O,AIRPORT,0000
300,UA,7,2028-06-18,11608,3983,O,AIRPORT,
300,LH,2463,2028-07-10,00279702,00003454,O,AIRPORT,0000
300,DL,106,2028-05-20,10500,3983,O,AIRPORT,
300,LH,2463,2028-08-21,00284553,00003454,O,AIRPORT,0000
300,AZ,555,2028-05-10,9118,3983,O,AIRPORT,
300,LH,2463,2028-05-08,00272792,00003454,O,AIRPORT,0000
300,QF,5,2028-05-15,9733,3983,O,AIRPORT,
300,LH,3577,2028-07-01,00301629,00003454,O,AIRPORT,0000
300,AZ,555,2028-05-16,10146,3983,O,AIRPORT,
300,LH,3577,2028-08-06,00305724,00003454,O,AIRPORT,0000
300,QF,5,2028-05-04,7733,3983,O,AIRPORT,
300,LH,2407,2028-09-26,00211938,00003454,O,AIRPORT,0000
300,AZ,555,2028-05-05,7860,3983,O,AIRPORT,
300,LH,2415,2028-04-02,00213752,00003454,O,AIRPORT,0000
300,JL,407,2028-05-26,8569,3983,O,AIRPORT,
300,LH,2407,2028-08-17,00206717,00003454,O,AIRPORT,0000
300,AZ,555,2028-04-02,1523,3983,O,AIRPORT,
300,LH,2407,2028-09-15,00210597,00003454,O,AIRPORT,0000
300,JL,407,2028-07-14,15309,3983,O,AIRPORT,
300,LH,2415,2028-07-30,00225304,00003454,O,AIRPORT,0000
300,AZ,555,2028-06-12,15264,3983,O,AIRPORT,
300,LH,2415,2028-05-30,00219525,00003454,O,AIRPORT,0000
300,QF,5,2028-06-20,16521,3983,O,AIRPORT,
300,AZ,555,2028-07-02,19528,2765,O,AIRPORT,
300,JL,407,2028-05-08,5892,3983,O,AIRPORT,
300,LH,400,2028-04-23,5478,2765,O,AIRPORT,
300,JL,407,2028-05-10,6280,3983,O,AIRPORT,
300,JL,407,2028-07-30,17361,2765,O,AIRPORT,
300,QF,5,2028-05-28,12187,3983,O,AIRPORT,
300,UA,7,2028-07-30,17437,2765,O,AIRPORT,
300,AZ,555,2028-05-25,12148,3983,O,AIRPORT,
300,AZ,555,2028-06-26,17914,2765,O,AIRPORT,
300,JL,407,2028-07-03,13819,3983,O,AIRPORT,
300,LH,400,2028-06-24,17813,2765,O,AIRPORT,
300,DL,106,2028-06-05,13665,3983,O,AIRPORT,
300,AA,17,2028-06-21,17262,2765,O,AIRPORT,
300,LH,400,2028-06-04,13609,3983,O,AIRPORT,
300,JL,407,2028-07-28,17063,2765,O,AIRPORT,
300,LH,400,2028-06-27,18266,2765,O,AIRPORT,
300,LH,400,2028-06-04,13684,3983,O,AIRPORT,
300,JL,407,2028-08-03,18006,2765,O,AIRPORT,
300,DL,106,2028-04-06,1858,2765,O,AIRPORT,
300,UA,941,2028-05-06,32291,3983,O,AIRPORT,
300,DL,106,2028-04-06,1859,2765,O,AIRPORT,
300,LH,400,2028-09-10,33177,3983,O,AIRPORT,
300,UA,941,2028-05-15,33313,3983,O,AIRPORT,
300,LH,400,2028-06-29,18443,2765,O,AIRPORT,
300,AZ,555,2028-09-10,32822,3983,O,AIRPORT,
300,JL,407,2028-09-21,24923,2765,O,AIRPORT,
300,DL,106,2028-09-27,35835,3983,O,AIRPORT,
300,AA,17,2028-07-29,24547,2765,O,AIRPORT,
300,UA,941,2028-05-19,33927,3983,O,AIRPORT,
300,QF,5,2028-09-15,33639,3983,O,AIRPORT,
300,AZ,555,2028-07-27,24362,2765,O,AIRPORT,
300,AZ,555,2028-09-14,33611,3983,O,AIRPORT,
300,QF,5,2028-08-01,24811,2765,O,AIRPORT,
300,LH,400,2028-08-10,26687,3983,O,AIRPORT,
300,DL,106,2028-08-13,27232,3983,O,AIRPORT,
300,QF,6,2028-06-03,47633,2765,O,AIRPORT,
300,AZ,555,2028-08-03,25556,3983,O,AIRPORT,
300,UA,7,2028-09-26,25976,3983,O,AIRPORT,
300,AA,17,2028-04-17,4727,2765,O,AIRPORT,
300,LH,400,2028-08-06,25936,3983,O,AIRPORT,
300,DL,106,2028-07-22,22671,2765,O,AIRPORT,
300,AA,17,2028-08-25,29610,3983,O,AIRPORT,
300,UA,941,2028-04-18,30432,3983,O,AIRPORT,
300,DL,106,2028-07-22,22852,2765,O,AIRPORT,
300,QF,5,2028-08-19,28544,3983,O,AIRPORT,
300,LH,400,2028-07-17,22203,2765,O,AIRPORT,
300,AZ,555,2028-08-14,27934,3983,O,AIRPORT,
300,QF,5,2028-04-09,2916,3983,O,AIRPORT,
300,JL,407,2028-04-11,2366,2765,O,AIRPORT,
300,QF,6,2028-05-07,44032,3983,O,AIRPORT,
300,QF,5,2028-07-28,24001,2765,O,AIRPORT,
300,DL,1699,2028-04-30,44180,3983,O,AIRPORT,
300,UA,941,2028-08-14,43661,3983,O,AIRPORT,
300,DL,106,2028-04-08,2305,2765,O,AIRPORT,
300,DL,1699,2028-04-23,42746,3983,O,AIRPORT,
300,LH,401,2028-04-29,46232,3983,O,AIRPORT,
300,LH,400,2028-07-23,23478,2765,O,AIRPORT,
300,AA,26,2028-05-21,46561,3983,O,AIRPORT,
300,AA,17,2028-04-17,4433,3983,O,AIRPORT,
300,AZ,555,2028-05-01,7176,2765,O,AIRPORT,
300,DL,1699,2028-05-05,45157,3983,O,AIRPORT,
300,UA,7,2028-04-23,3779,3983,O,AIRPORT,
300,AA,17,2028-05-23,11306,2765,O,AIRPORT,
300,DL,1699,2028-03-28,37800,3983,O,AIRPORT,
300,QF,5,2028-09-30,36144,3983,O,AIRPORT,
300,LH,400,2028-05-22,11031,2765,O,AIRPORT,
300,AZ,555,2028-10-22,37327,3983,O,AIRPORT,
300,JL,408,2028-06-20,36847,3983,O,AIRPORT,
300,QF,5,2028-05-10,9116,2765,O,AIRPORT,
300,JL,408,2028-07-23,40555,3983,O,AIRPORT,
300,DL,1699,2028-04-12,40737,3983,O,AIRPORT,
300,JL,407,2028-05-22,7968,2765,O,AIRPORT,
300,QF,6,2028-04-13,40421,3983,O,AIRPORT,
300,AZ,788,2028-04-13,41430,3983,O,AIRPORT,
300,JL,407,2028-05-28,8685,2765,O,AIRPORT,
300,DL,1699,2028-04-10,40151,3983,O,AIRPORT,
300,LH,401,2028-03-27,39553,3983,O,AIRPORT,
300,UA,3504,2028-05-15,60111,3983,O,AIRPORT,
300,DL,106,2028-06-09,14532,2765,O,AIRPORT,
300,UA,3504,2028-05-15,60053,3983,O,AIRPORT,
300,AZ,788,2028-07-13,59272,3983,O,AIRPORT,
300,DL,106,2028-06-18,16342,2765,O,AIRPORT,
300,UA,3504,2028-05-04,57996,3983,O,AIRPORT,
300,AA,26,2028-08-14,58418,3983,O,AIRPORT,
300,JL,407,2028-07-21,16369,2765,O,AIRPORT,
300,QF,6,2028-08-20,58489,3983,O,AIRPORT,
300,AA,26,2028-08-16,58479,3983,O,AIRPORT,
300,JL,407,2028-05-06,5867,2765,O,AIRPORT,
300,AA,26,2028-09-21,63480,3983,O,AIRPORT,
300,UA,7,2028-05-06,5810,2765,O,AIRPORT,
300,AZ,788,2028-08-02,63413,3983,O,AIRPORT,
300,DL,106,2028-03-30,738,3983,O,AIRPORT,
300,AZ,555,2028-06-14,15775,2765,O,AIRPORT,
300,UA,3504,2028-06-08,64831,3983,O,AIRPORT,
300,AZ,788,2028-07-27,62039,3983,O,AIRPORT,
300,LH,400,2028-06-13,15562,2765,O,AIRPORT,
300,UA,3504,2028-05-24,61577,3983,O,AIRPORT,
300,AA,17,2028-05-28,12419,2765,O,AIRPORT,
300,DL,1699,2028-08-04,62938,3983,O,AIRPORT,
300,AA,26,2028-06-28,51773,3983,O,AIRPORT,
300,AA,17,2028-09-07,32404,2765,O,AIRPORT,
300,UA,941,2028-04-20,30664,2765,O,AIRPORT,
300,QF,6,2028-07-05,51803,3983,O,AIRPORT,
300,DL,106,2028-09-04,31459,2765,O,AIRPORT,
300,LH,401,2028-05-28,51982,3983,O,AIRPORT,
300,QF,6,2028-07-07,52316,3983,O,AIRPORT,
300,QF,5,2028-09-03,31555,2765,O,AIRPORT,
300,AZ,788,2028-05-29,50482,3983,O,AIRPORT,
300,AA,26,2028-06-19,50699,3983,O,AIRPORT,
300,QF,5,2028-09-17,33940,2765,O,AIRPORT,
300,AZ,788,2028-05-25,49980,3983,O,AIRPORT,
300,AA,17,2028-09-18,34500,2765,O,AIRPORT,
300,DL,1699,2028-05-31,50257,3983,O,AIRPORT,
300,UA,3504,2028-04-20,55090,3983,O,AIRPORT,
300,UA,941,2028-05-26,34538,2765,O,AIRPORT,
300,AA,26,2028-07-22,55287,3983,O,AIRPORT,
300,DL,106,2028-04-10,2778,2765,O,AIRPORT,
300,LH,401,2028-06-15,55262,3983,O,AIRPORT,
300,QF,6,2028-08-05,56208,3983,O,AIRPORT,
300,AZ,555,2028-08-12,27287,2765,O,AIRPORT,
300,AA,26,2028-07-31,56292,3983,O,AIRPORT,
300,QF,6,2028-08-05,56337,3983,O,AIRPORT,
300,JL,408,2028-03-29,27530,2765,O,AIRPORT,
300,LH,401,2028-06-08,53916,3983,O,AIRPORT,
300,UA,7,2028-09-22,25569,2765,O,AIRPORT,
300,DL,1699,2028-06-14,52933,3983,O,AIRPORT,
300,DL,1699,2028-06-23,54762,3983,O,AIRPORT,
300,UA,7,2028-09-22,25570,2765,O,AIRPORT,
300,DL,1699,2028-06-21,54323,3983,O,AIRPORT,
300,QF,5,2028-08-28,30124,2765,O,AIRPORT,
300,AA,64,2028-04-18,68610,3983,O,AIRPORT,
300,LH,401,2028-08-28,69791,3983,O,AIRPORT,
300,DL,106,2028-04-10,2874,2765,O,AIRPORT,
300,DL,1699,2028-09-11,70297,3983,O,AIRPORT,
300,DL,1699,2028-09-04,69064,3983,O,AIRPORT,
300,AA,26,2028-05-03,44065,2765,O,AIRPORT,
300,UA,3504,2028-06-13,65519,3983,O,AIRPORT,
300,AZ,789,2028-05-12,85158,3983,O,AIRPORT,
300,LH,402,2028-04-23,84909,3983,O,AIRPORT,
300,LH,401,2028-04-18,44263,2765,O,AIRPORT,
300,LH,402,2028-04-28,85685,3983,O,AIRPORT,
300,LH,402,2028-04-28,85675,3983,O,AIRPORT,
300,UA,941,2028-08-14,43662,2765,O,AIRPORT,
300,AA,64,2028-09-17,85704,3983,O,AIRPORT,
300,DL,1699,2028-04-19,41742,2765,O,AIRPORT,
300,UA,3504,2028-09-24,86661,3983,O,AIRPORT,
300,AA,64,2028-10-20,87515,3983,O,AIRPORT,
300,AA,26,2028-04-24,42861,2765,O,AIRPORT,
300,UA,3504,2028-07-30,74983,3983,O,AIRPORT,
300,AA,64,2028-06-26,76388,3983,O,AIRPORT,
300,QF,6,2028-05-25,46234,2765,O,AIRPORT,
300,LH,401,2028-08-31,70544,3983,O,AIRPORT,
300,AZ,788,2028-09-23,73425,3983,O,AIRPORT,
300,JL,408,2028-09-15,46378,2765,O,AIRPORT,
300,LH,402,2028-04-10,82125,3983,O,AIRPORT,
300,DL,1699,2028-05-07,45608,2765,O,AIRPORT,
300,LH,402,2028-04-10,82140,3983,O,AIRPORT,
300,UA,3504,2028-09-11,83915,3983,O,AIRPORT,
300,AZ,788,2028-04-30,45018,2765,O,AIRPORT,
300,AZ,789,2028-04-02,77611,3983,O,AIRPORT,
300,AA,64,2028-07-14,78449,3983,O,AIRPORT,
300,DL,106,2028-10-19,36836,2765,O,AIRPORT,
300,AZ,789,2028-04-17,80436,3983,O,AIRPORT,
300,DL,1984,2028-10-19,112594,3983,O,AIRPORT,
300,DL,1699,2028-04-12,40652,2765,O,AIRPORT,
300,UA,3516,2028-07-24,112541,3983,O,AIRPORT,
300,DL,1699,2028-04-17,41309,2765,O,AIRPORT,
300,LH,402,2028-09-10,112391,3983,O,AIRPORT,
300,UA,3516,2028-07-24,112937,3983,O,AIRPORT,
300,AA,26,2028-04-13,41422,2765,O,AIRPORT,
300,AZ,789,2028-08-18,104285,3983,O,AIRPORT,
300,UA,3516,2028-06-21,105997,3983,O,AIRPORT,
300,UA,941,2028-07-03,38854,2765,O,AIRPORT,
300,UA,3516,2028-06-03,102662,3983,O,AIRPORT,
300,UA,941,2028-07-09,39609,2765,O,AIRPORT,
300,UA,3516,2028-06-01,102174,3983,O,AIRPORT,
300,DL,1984,2028-09-22,110541,3983,O,AIRPORT,
300,JL,407,2028-03-27,182,2765,O,AIRPORT,
300,LH,402,2028-09-04,111317,3983,O,AIRPORT,
300,DL,1984,2028-09-04,106779,3983,O,AIRPORT,
300,JL,407,2028-03-27,228,2765,O,AIRPORT,
300,AZ,789,2028-09-07,108193,3983,O,AIRPORT,
300,AZ,555,2028-03-28,604,2765,O,AIRPORT,
300,AZ,789,2028-05-28,88315,3983,O,AIRPORT,
300,DL,1984,2028-06-05,89347,3983,O,AIRPORT,
300,AZ,788,2028-07-06,58062,2765,O,AIRPORT,
300,DL,1984,2028-07-28,99652,3983,O,AIRPORT,
300,UA,3516,2028-05-16,99190,3983,O,AIRPORT,
300,LH,401,2028-07-03,59074,2765,O,AIRPORT,
300,DL,1984,2028-07-13,96655,3983,O,AIRPORT,
300,QF,6,2028-11-02,64877,2765,O,AIRPORT,
300,AZ,789,2028-07-20,98813,3983,O,AIRPORT,
300,LH,402,2028-06-27,97268,3983,O,AIRPORT,
300,AZ,788,2028-08-11,64896,2765,O,AIRPORT,
300,UA,3516,2028-09-14,123475,3983,O,AIRPORT,
300,AZ,790,2028-05-23,122362,3983,O,AIRPORT,
300,QF,6,2028-09-14,61884,2765,O,AIRPORT,
300,UA,3516,2028-09-16,124292,3983,O,AIRPORT,
300,QF,6,2028-09-16,62090,2765,O,AIRPORT,
300,UA,3517,2028-03-28,128630,3983,O,AIRPORT,
300,LH,454,2028-06-09,128036,3983,O,AIRPORT,
300,DL,1699,2028-07-28,61465,2765,O,AIRPORT,
300,AZ,790,2028-07-02,127937,3983,O,AIRPORT,
300,LH,454,2028-05-24,125815,3983,O,AIRPORT,
300,QF,6,2028-09-23,63014,2765,O,AIRPORT,
300,UA,3516,2028-08-07,115351,3983,O,AIRPORT,
300,DL,1699,2028-08-04,62796,2765,O,AIRPORT,
300,AZ,789,2028-11-02,113841,3983,O,AIRPORT,
300,LH,454,2028-04-18,121127,3983,O,AIRPORT,
300,DL,1699,2028-08-04,62797,2765,O,AIRPORT,
300,LH,454,2028-03-27,118031,3983,O,AIRPORT,
300,AZ,790,2028-05-01,119230,3983,O,AIRPORT,
300,UA,3504,2028-04-05,51990,2765,O,AIRPORT,
300,LH,455,2028-05-20,151754,3983,O,AIRPORT,
300,UA,941,2028-09-28,49039,2765,O,AIRPORT,
300,AZ,791,2028-06-17,150800,3983,O,AIRPORT,
300,LH,455,2028-05-11,150954,3983,O,AIRPORT,
300,DL,1699,2028-05-31,50354,2765,O,AIRPORT,
300,AZ,791,2028-06-19,150859,3983,O,AIRPORT,
300,QF,6,2028-06-26,50590,2765,O,AIRPORT,
300,AZ,791,2028-07-12,153306,3983,O,AIRPORT,
300,AZ,791,2028-06-13,150179,3983,O,AIRPORT,
300,QF,6,2028-08-03,55947,2765,O,AIRPORT,
300,AZ,791,2028-06-01,149046,3983,O,AIRPORT,
300,UA,3504,2028-04-20,55036,2765,O,AIRPORT,
300,LH,455,2028-08-04,160325,3983,O,AIRPORT,
300,UA,3517,2028-09-02,159926,3983,O,AIRPORT,
300,LH,401,2028-06-22,56588,2765,O,AIRPORT,
300,AZ,791,2028-10-09,162594,3983,O,AIRPORT,
300,QF,6,2028-08-09,56988,2765,O,AIRPORT,
300,LH,455,2028-08-29,162941,3983,O,AIRPORT,
300,AZ,791,2028-08-30,158767,3983,O,AIRPORT,
300,AZ,788,2028-06-30,56864,2765,O,AIRPORT,
300,LH,455,2028-07-06,157046,3983,O,AIRPORT,
300,AA,26,2028-08-03,56826,2765,O,AIRPORT,
300,LH,454,2028-08-04,135923,3983,O,AIRPORT,
300,AZ,790,2028-08-20,134756,3983,O,AIRPORT,
300,QF,6,2028-08-07,56487,2765,O,AIRPORT,
300,AZ,790,2028-09-10,137719,3983,O,AIRPORT,
300,UA,3504,2028-04-09,53143,2765,O,AIRPORT,
300,UA,3517,2028-04-08,130562,3983,O,AIRPORT,
300,AA,26,2028-07-07,52969,2765,O,AIRPORT,
300,AZ,790,2028-08-03,132261,3983,O,AIRPORT,
300,LH,454,2028-09-28,144188,3983,O,AIRPORT,
300,UA,3504,2028-04-16,54351,2765,O,AIRPORT,
300,AZ,791,2028-04-04,142568,3983,O,AIRPORT,
300,LH,401,2028-06-08,54267,2765,O,AIRPORT,
300,AZ,791,2028-04-13,143414,3983,O,AIRPORT,
300,LH,454,2028-10-03,144545,3983,O,AIRPORT,
300,DL,1699,2028-09-09,69751,2765,O,AIRPORT,
300,LH,454,2028-09-06,140860,3983,O,AIRPORT,
300,AZ,788,2028-08-11,65180,2765,O,AIRPORT,
300,LH,455,2028-09-04,163952,3983,O,AIRPORT,
300,AA,64,2028-04-05,67205,2765,O,AIRPORT,
300,LH,455,2028-09-10,164899,3983,O,AIRPORT,
300,LH,2462,2028-08-26,262605,3983,O,AIRPORT,
300,AZ,789,2028-05-14,85936,2765,O,AIRPORT,
300,LH,2462,2028-09-12,265181,3983,O,AIRPORT,
300,UA,3504,2028-09-19,85892,2765,O,AIRPORT,
300,LH,2462,2028-08-12,261073,3983,O,AIRPORT,
300,LH,2436,2028-05-17,235799,3983,O,AIRPORT,
300,AA,64,2028-09-10,85039,2765,O,AIRPORT,
300,LH,2436,2028-04-14,233764,3983,O,AIRPORT,
300,DL,1984,2028-05-18,85711,2765,O,AIRPORT,
300,LH,2436,2028-07-28,240458,3983,O,AIRPORT,
300,LH,2462,2028-04-16,248003,3983,O,AIRPORT,
300,AZ,789,2028-05-12,85465,2765,O,AIRPORT,
300,LH,2462,2028-06-15,254710,3983,O,AIRPORT,
300,UA,3504,2028-09-24,86663,2765,O,AIRPORT,
300,LH,2462,2028-04-05,246766,3983,O,AIRPORT,
300,LH,3577,2028-09-15,310592,3983,O,AIRPORT,
300,LH,401,2028-09-19,75153,2765,O,AIRPORT,
300,LH,3577,2028-05-04,295079,3983,O,AIRPORT,
300,UA,3504,2028-08-01,75297,2765,O,AIRPORT,
300,LH,2407,2028-07-10,202517,3983,O,AIRPORT,
300,LH,2407,2028-07-08,202332,3983,O,AIRPORT,
300,UA,3504,2028-08-03,75691,2765,O,AIRPORT,
300,LH,2402,2028-10-18,190185,3983,O,AIRPORT,
300,AZ,789,2028-04-02,77518,2765,O,AIRPORT,
300,LH,2407,2028-05-04,195073,3983,O,AIRPORT,
300,UA,3504,2028-08-08,76537,2765,O,AIRPORT,
300,LH,2407,2028-04-23,193899,3983,O,AIRPORT,
300,AA,64,2028-06-26,76576,2765,O,AIRPORT,
300,LH,2407,2028-09-24,211599,3983,O,AIRPORT,
300,LH,401,2028-09-03,71528,2765,O,AIRPORT,
300,LH,2415,2028-04-11,214677,3983,O,AIRPORT,
300,UA,3504,2028-07-16,71984,2765,O,AIRPORT,
300,LH,455,2028-10-12,167438,3983,O,AIRPORT,
300,DL,1699,2028-09-20,71980,2765,O,AIRPORT,
300,LH,2402,2028-04-18,170865,3983,O,AIRPORT,
300,UA,3504,2028-07-23,73493,2765,O,AIRPORT,
300,LH,2402,2028-03-31,168693,3983,O,AIRPORT,
300,AA,64,2028-05-19,72318,2765,O,AIRPORT,
300,LH,400,2028-07-08,20323,3985,O,AIRPORT,
300,AA,64,2028-07-10,78002,2765,O,AIRPORT,
300,QF,5,2028-04-22,5301,3985,O,AIRPORT,
300,UA,3504,2028-08-30,80724,2765,O,AIRPORT,
300,QF,5,2028-07-14,21409,3985,O,AIRPORT,
300,UA,3504,2028-08-28,80404,2765,O,AIRPORT,
300,UA,7,2028-08-30,21619,3985,O,AIRPORT,
300,UA,7,2028-04-09,2143,3985,O,AIRPORT,
300,DL,1984,2028-04-23,81136,2765,O,AIRPORT,
300,UA,7,2028-08-28,21467,3985,O,AIRPORT,
300,DL,1984,2028-04-17,79767,2765,O,AIRPORT,
300,AA,17,2028-04-22,5282,3985,O,AIRPORT,
300,DL,1984,2028-04-17,79766,2765,O,AIRPORT,
300,UA,7,2028-08-24,20845,3985,O,AIRPORT,
300,UA,3504,2028-08-23,79463,2765,O,AIRPORT,
300,JL,407,2028-08-01,17778,3985,O,AIRPORT,
300,UA,3504,2028-08-23,79483,2765,O,AIRPORT,
300,AA,17,2028-06-21,17140,3985,O,AIRPORT,
300,AA,64,2028-07-28,79929,2765,O,AIRPORT,
300,AZ,555,2028-04-22,5636,3985,O,AIRPORT,
300,AZ,789,2028-09-27,112085,2765,O,AIRPORT,
300,DL,106,2028-06-27,18051,3985,O,AIRPORT,
300,LH,402,2028-09-11,113112,2765,O,AIRPORT,
300,LH,400,2028-04-23,5606,3985,O,AIRPORT,
300,DL,1984,2028-08-22,104560,2765,O,AIRPORT,
300,LH,401,2028-05-10,48298,3985,O,AIRPORT,
300,AZ,789,2028-08-27,106321,2765,O,AIRPORT,
300,AA,17,2028-07-18,22410,3985,O,AIRPORT,
300,LH,402,2028-07-20,101541,2765,O,AIRPORT,
300,UA,7,2028-09-04,22712,3985,O,AIRPORT,
300,UA,3516,2028-05-21,100176,2765,O,AIRPORT,
300,AA,17,2028-05-16,10406,3985,O,AIRPORT,
300,DL,1984,2028-08-02,100551,2765,O,AIRPORT,
300,QF,5,2028-05-01,7338,3985,O,AIRPORT,
300,DL,1984,2028-08-13,102466,2765,O,AIRPORT,
300,QF,5,2028-05-24,11553,3985,O,AIRPORT,
300,AZ,789,2028-09-18,110562,2765,O,AIRPORT,
