MANDT,CARRID,CONNID,FLDATE,PRICE,CURRENCY,PLANETYPE,SEATSMAX,SEATSOCC,PAYMENTSUM,SEATSMAX_B,SEATSOCC_B,SEATSMAX_F,SEATSOCC_F
300,JL,0407,2026-06-24,1061.36,JPY,A310-300,280,271,338817.74,22,22,10,10
300,UA,0007,2026-06-24,422.94,USD,A310-300,280,268,132245.06,22,22,10,10
300,UA,0941,2026-06-24,879.82,USD,A319,220,212,231656.99,22,21,10,10
300,LH,2463,2026-06-24,242.00,EUR,A321,220,208,62312.58,22,21,11,10
300,LH,3577,2026-06-24,185.00,EUR,A321,220,207,47946.45,22,21,11,10
300,AA,0064,2026-06-24,422.94,USD,A319,220,211,111537.85,22,21,10,10
300,QF,0005,2026-06-24,788.64,AUD,747-400,385,365,353602.75,31,30,21,20
300,LH,0402,2026-06-25,666.00,EUR,747-400,385,372,303696.00,31,30,21,20
300,SQ,0067,2026-06-25,329.31,SGD,747-400,385,385,155914.19,31,31,21,21
300,SQ,0114,2026-06-25,357.44,SGD,737-200,130,130,58034.08,10,10,8,8
300,LH,0455,2026-06-25,965.00,EUR,A319,220,208,247281.25,22,21,10,9
300,SQ,0117,2026-06-25,357.44,SGD,A319,220,220,97038.02,22,22,10,10
300,SQ,0158,2026-06-25,494.79,SGD,A321,220,220,135977.96,22,22,11,11
300,SQ,0161,2026-06-25,494.79,SGD,A321,220,220,136472.77,22,22,11,11
300,UA,3516,2026-06-25,611.01,USD,DC-10-10,380,367,280527.30,41,40,18,17
300,UA,3517,2026-06-25,611.01,USD,747-400,385,368,277411.12,31,31,21,20
300,AZ,0788,2026-06-25,1030.00,EUR,DC-10-10,380,362,474490.10,41,40,18,18
300,DL,0106,2026-06-25,611.01,USD,DC-10-10,380,369,282989.64,41,38,18,18
300,DL,1699,2026-06-25,422.94,USD,DC-10-10,380,369,195334.92,41,39,18,17
300,DL,1984,2026-06-25,422.94,USD,747-400,385,369,190500.82,31,30,21,20
300,SQ,0066,2026-06-25,329.31,SGD,DC-10-10,380,380,157152.37,41,41,18,18
300,UA,3504,2026-06-26,879.82,USD,DC-10-10,380,366,406389.52,41,39,18,18
300,LH,2415,2026-06-26,242.00,EUR,727-200,189,177,54856.56,18,18,11,11
300,SQ,0863,2026-06-26,512.99,SGD,A319,220,214,137014.31,22,21,10,10
300,SQ,0866,2026-06-26,512.99,SGD,DC-10-10,380,380,243885.30,41,41,18,18
300,SQ,0988,2026-06-26,910.15,SGD,DC-10-10,380,380,432394.76,41,41,18,18
300,LH,2462,2026-06-26,242.00,EUR,A319,220,214,64599.48,22,21,10,10
300,QF,0006,2026-06-26,788.64,AUD,A310-300,280,262,240338.22,22,20,10,9
300,AZ,0789,2026-06-26,1030.00,EUR,747-400,385,365,458834.10,31,29,21,19
300,SQ,0002,2026-06-26,2320.04,SGD,A319,220,210,607618.55,22,21,10,10
300,LH,0401,2026-06-26,666.00,EUR,DC-10-10,380,367,305361.00,41,39,18,17
300,SQ,0015,2026-06-26,2320.04,SGD,DC-10-10,380,370,1090117.52,41,40,18,18
300,AZ,0790,2026-06-26,1014.00,EUR,A310-300,280,271,320089.38,22,21,10,10
300,AZ,0791,2026-06-26,1014.00,EUR,A319,220,209,262838.94,22,21,10,10
300,SQ,0325,2026-06-26,1737.55,SGD,747-400,385,385,823078.01,31,31,21,21
300,SQ,0326,2026-06-26,1737.55,SGD,A310-300,280,280,567640.69,22,22,10,10
300,SQ,0997,2026-06-26,910.15,SGD,747-400,385,385,428462.85,31,31,21,21
300,JL,0407,2026-06-26,1061.36,JPY,A310-300,280,271,337639.77,22,22,10,10
300,UA,0941,2026-06-26,879.82,USD,A319,220,210,231903.36,22,22,10,10
300,AA,0017,2026-06-26,422.94,USD,747-400,385,373,194967.15,31,31,21,21
300,AA,0026,2026-06-26,611.01,USD,A310-300,280,269,192718.89,22,21,10,9
300,AA,0064,2026-06-26,422.94,USD,A319,220,213,110924.66,22,22,10,9
300,AZ,0555,2026-06-26,185.00,EUR,DC-10-10,380,367,85523.65,41,40,18,17
300,QF,0005,2026-06-26,788.64,AUD,747-400,385,375,358200.33,31,31,21,19
300,LH,0402,2026-06-27,666.00,EUR,747-400,385,370,303183.18,31,29,21,21
300,SQ,0067,2026-06-27,329.31,SGD,747-400,385,380,154718.94,31,31,21,21
300,LH,0454,2026-06-27,965.00,EUR,A310-300,280,271,305596.20,22,20,10,10
300,SQ,0114,2026-06-27,357.44,SGD,737-200,130,130,58130.58,10,10,8,8
300,LH,0455,2026-06-27,965.00,EUR,A319,220,214,253032.65,22,21,10,9
300,LH,2402,2026-06-27,242.00,EUR,A321,220,213,64335.70,22,22,11,10
300,SQ,0117,2026-06-27,357.44,SGD,A319,220,220,97591.90,22,22,10,10
300,LH,2407,2026-06-27,242.00,EUR,A321,220,213,64125.16,22,21,11,11
300,UA,3517,2026-06-27,611.01,USD,747-400,385,368,279464.11,31,31,21,21
300,LH,2436,2026-06-27,242.00,EUR,737-200,130,127,38190.02,10,10,8,8
300,JL,0408,2026-06-27,1061.36,JPY,A319,220,212,281058.56,22,22,10,10
300,LH,0400,2026-06-27,666.00,EUR,DC-10-10,380,362,305034.66,41,40,18,18
300,DL,0106,2026-06-27,611.01,USD,DC-10-10,380,361,275284.84,41,39,18,17
300,DL,1699,2026-06-27,422.94,USD,DC-10-10,380,367,194353.92,41,40,18,17
300,DL,1984,2026-06-27,422.94,USD,747-400,385,374,193080.91,31,30,21,20
300,UA,0007,2026-06-27,422.94,USD,A310-300,280,263,131208.90,22,21,10,10
300,SQ,0066,2026-06-27,329.31,SGD,DC-10-10,380,380,157043.73,41,41,18,18
300,LH,2463,2026-06-27,242.00,EUR,A321,220,214,64180.82,22,21,11,10
300,LH,3577,2026-06-27,185.00,EUR,A321,220,212,48767.85,22,20,11,11
300,SQ,0158,2026-06-28,494.79,SGD,A321,220,215,134404.55,22,22,11,11
300,UA,3504,2026-06-28,879.82,USD,DC-10-10,380,363,404506.67,41,38,18,18
300,SQ,0161,2026-06-28,494.79,SGD,A321,220,220,136883.44,22,22,11,11
300,UA,3516,2026-06-28,611.01,USD,DC-10-10,380,364,279720.74,41,38,18,18
300,LH,2415,2026-06-28,242.00,EUR,727-200,189,185,55698.72,18,16,11,11
300,SQ,0863,2026-06-28,512.99,SGD,A319,220,211,135121.37,22,21,10,10
300,SQ,0866,2026-06-28,512.99,SGD,DC-10-10,380,380,245639.76,41,41,18,18
300,SQ,0988,2026-06-28,910.15,SGD,DC-10-10,380,380,433232.01,41,41,18,18
300,LH,2462,2026-06-28,242.00,EUR,A319,220,215,62859.50,22,20,10,9
300,QF,0006,2026-06-28,788.64,AUD,A310-300,280,269,250377.68,22,21,10,10
300,AZ,0788,2026-06-28,1030.00,EUR,DC-10-10,380,364,472914.20,41,40,18,17
300,AZ,0789,2026-06-28,1030.00,EUR,747-400,385,371,467094.70,31,30,21,20
300,SQ,0002,2026-06-28,2320.04,SGD,A319,220,220,631793.50,22,22,10,10
300,LH,0401,2026-06-28,666.00,EUR,DC-10-10,380,368,308631.06,41,41,18,17
300,SQ,0015,2026-06-28,2320.04,SGD,DC-10-10,380,374,1087982.96,41,40,18,18
300,AZ,0790,2026-06-28,1014.00,EUR,A310-300,280,271,321336.60,22,21,10,9
300,AZ,0791,2026-06-28,1014.00,EUR,A319,220,211,267584.46,22,22,10,10
300,SQ,0325,2026-06-28,1737.55,SGD,747-400,385,385,820992.92,31,31,21,21
300,SQ,0326,2026-06-28,1737.55,SGD,A310-300,280,280,569864.63,22,22,10,10
300,SQ,0997,2026-06-28,910.15,SGD,747-400,385,375,418068.93,31,30,21,20
300,JL,0407,2026-06-28,1061.36,JPY,A310-300,280,266,330868.19,22,22,10,9
300,UA,0941,2026-06-28,879.82,USD,A319,220,211,233372.64,22,22,10,10
300,AA,0017,2026-06-28,422.94,USD,747-400,385,363,185708.91,31,29,21,18
300,AA,0026,2026-06-28,611.01,USD,A310-300,280,263,187653.64,22,21,10,9
300,AA,0064,2026-06-28,422.94,USD,A319,220,209,108543.56,22,22,10,9
300,AZ,0555,2026-06-28,185.00,EUR,DC-10-10,380,361,84628.25,41,40,18,18
300,QF,0005,2026-06-28,788.64,AUD,747-400,385,372,360124.75,31,30,21,20
300,LH,0402,2026-06-29,666.00,EUR,747-400,385,366,300452.58,31,29,21,21
300,SQ,0067,2026-06-29,329.31,SGD,747-400,385,384,155285.31,31,31,21,21
300,LH,0454,2026-06-29,965.00,EUR,A310-300,280,271,307584.10,22,21,10,10
300,SQ,0114,2026-06-29,357.44,SGD,737-200,130,130,57429.94,10,10,8,8
300,LH,0455,2026-06-29,965.00,EUR,A319,220,210,250880.70,22,21,10,10
300,LH,2402,2026-06-29,242.00,EUR,A321,220,212,64059.82,22,22,11,10
300,SQ,0117,2026-06-29,357.44,SGD,A319,220,220,96351.70,22,22,10,10
300,LH,2407,2026-06-29,242.00,EUR,A321,220,209,62636.86,22,21,11,10
300,UA,3517,2026-06-29,611.01,USD,747-400,385,363,269180.80,31,29,21,18
300,LH,2436,2026-06-29,242.00,EUR,737-200,130,117,35649.02,10,9,8,8
300,JL,0408,2026-06-29,1061.36,JPY,A319,220,208,273289.51,22,21,10,10
300,LH,0400,2026-06-29,666.00,EUR,DC-10-10,380,368,305061.30,41,40,18,16
300,DL,0106,2026-06-29,611.01,USD,DC-10-10,380,370,280154.59,41,40,18,16
300,DL,1699,2026-06-29,422.94,USD,DC-10-10,380,370,196180.74,41,40,18,16
300,DL,1984,2026-06-29,422.94,USD,747-400,385,363,189773.35,31,29,21,21
300,UA,0007,2026-06-29,422.94,USD,A310-300,280,271,135670.83,22,22,10,10
300,SQ,0066,2026-06-29,329.31,SGD,DC-10-10,380,380,157287.47,41,41,18,18
300,LH,2463,2026-06-29,242.00,EUR,A321,220,208,62392.44,22,21,11,10
300,LH,3577,2026-06-29,185.00,EUR,A321,220,205,47267.50,22,20,11,10
300,SQ,0158,2026-06-30,494.79,SGD,A321,220,211,131020.19,22,21,11,11
300,SQ,0161,2026-06-30,494.79,SGD,A321,220,211,131025.13,22,21,11,11
300,UA,3516,2026-06-30,611.01,USD,DC-10-10,380,365,279855.18,41,40,18,17
300,SQ,0863,2026-06-30,512.99,SGD,A319,220,217,138681.51,22,22,10,10
300,SQ,0866,2026-06-30,512.99,SGD,DC-10-10,380,376,242761.87,41,41,18,18
300,SQ,0988,2026-06-30,910.15,SGD,DC-10-10,380,380,433860.02,41,41,18,18
300,QF,0006,2026-06-30,788.64,AUD,A310-300,280,266,246576.29,22,21,10,10
300,AZ,0788,2026-06-30,1030.00,EUR,DC-10-10,380,367,479063.30,41,41,18,18
300,AZ,0789,2026-06-30,1030.00,EUR,747-400,385,375,470359.80,31,30,21,20
300,SQ,0002,2026-06-30,2320.04,SGD,A319,220,220,631561.45,22,22,10,10
300,SQ,0015,2026-06-30,2320.04,SGD,DC-10-10,380,376,1099722.48,41,41,18,18
300,AZ,0790,2026-06-30,1014.00,EUR,A310-300,280,267,317300.88,22,21,10,10
300,AZ,0791,2026-06-30,1014.00,EUR,A319,220,207,263041.74,22,21,10,10
300,SQ,0325,2026-06-30,1737.55,SGD,747-400,385,385,816145.26,31,31,21,21
300,UA,0941,2026-06-30,879.82,USD,A319,220,213,235264.25,22,22,10,10
300,AA,0017,2026-06-30,422.94,USD,747-400,385,370,193998.53,31,31,21,21
300,AA,0026,2026-06-30,611.01,USD,A310-300,280,271,194930.76,22,21,10,10
300,AZ,0555,2026-06-30,185.00,EUR,DC-10-10,380,369,84485.80,41,38,18,17
300,LH,0454,2026-07-01,965.00,EUR,A310-300,280,264,295444.40,22,20,10,9
300,LH,2402,2026-07-01,242.00,EUR,A321,220,208,64205.02,22,22,11,11
300,UA,3504,2026-07-01,879.82,USD,DC-10-10,380,367,408483.50,41,39,18,18
300,LH,2407,2026-07-01,242.00,EUR,A321,220,202,61780.18,22,20,11,11
300,LH,2415,2026-07-01,242.00,EUR,727-200,189,174,52458.34,18,15,11,10
300,LH,2436,2026-07-01,242.00,EUR,737-200,130,126,38226.32,10,10,8,8
300,LH,2462,2026-07-01,242.00,EUR,A319,220,213,64221.96,22,21,10,10
300,JL,0408,2026-07-01,1061.36,JPY,A319,220,209,274149.12,22,22,10,9
300,LH,0400,2026-07-01,666.00,EUR,DC-10-10,380,368,308384.64,41,41,18,17
300,LH,0401,2026-07-01,666.00,EUR,DC-10-10,380,369,306373.32,41,38,18,18
300,SQ,0326,2026-07-01,1737.55,SGD,A310-300,280,275,560881.66,22,22,10,10
300,SQ,0997,2026-07-01,910.15,SGD,747-400,385,384,427680.15,31,31,21,21
300,JL,0407,2026-07-01,1061.36,JPY,A310-300,280,271,335389.63,22,22,10,9
300,UA,0007,2026-07-01,422.94,USD,A310-300,280,262,130413.68,22,20,10,10
300,LH,2463,2026-07-01,242.00,EUR,A321,220,211,64652.72,22,22,11,11
300,LH,3577,2026-07-01,185.00,EUR,A321,220,205,47478.40,22,20,11,11
300,AA,0064,2026-07-01,422.94,USD,A319,220,211,111567.47,22,22,10,10
300,QF,0005,2026-07-01,788.64,AUD,747-400,385,374,361828.31,31,29,21,21
300,LH,0402,2026-07-02,666.00,EUR,747-400,385,374,305827.20,31,29,21,21
300,SQ,0067,2026-07-02,329.31,SGD,747-400,385,385,155591.48,31,31,21,21
300,SQ,0114,2026-07-02,357.44,SGD,737-200,130,130,57433.58,10,10,8,8
300,LH,0455,2026-07-02,965.00,EUR,A319,220,208,252501.90,22,22,10,10
300,SQ,0117,2026-07-02,357.44,SGD,A319,220,212,93953.24,22,21,10,10
300,SQ,0158,2026-07-02,494.79,SGD,A321,220,220,136185.78,22,22,11,11
300,SQ,0161,2026-07-02,494.79,SGD,A321,220,214,132138.39,22,21,11,11
300,UA,3516,2026-07-02,611.01,USD,DC-10-10,380,360,279855.16,41,40,18,18
300,SQ,0863,2026-07-02,512.99,SGD,A319,220,212,135572.80,22,21,10,10
300,UA,3517,2026-07-02,611.01,USD,747-400,385,372,280618.94,31,31,21,21
300,QF,0006,2026-07-02,788.64,AUD,A310-300,280,263,241245.13,22,20,10,9
300,AZ,0788,2026-07-02,1030.00,EUR,DC-10-10,380,369,474737.30,41,39,18,17
300,AZ,0789,2026-07-02,1030.00,EUR,747-400,385,371,467898.10,31,29,21,21
300,SQ,0015,2026-07-02,2320.04,SGD,DC-10-10,380,380,1111392.24,41,41,18,18
300,AZ,0790,2026-07-02,1014.00,EUR,A310-300,280,271,320920.86,22,22,10,8
300,DL,0106,2026-07-02,611.01,USD,DC-10-10,380,361,277099.51,41,39,18,17
300,SQ,0325,2026-07-02,1737.55,SGD,747-400,385,377,803252.62,31,30,21,21
300,DL,1699,2026-07-02,422.94,USD,DC-10-10,380,367,194332.71,41,40,18,17
300,DL,1984,2026-07-02,422.94,USD,747-400,385,374,194231.19,31,29,21,21
300,SQ,0066,2026-07-02,329.31,SGD,DC-10-10,380,373,155552.06,41,40,18,18
300,AA,0017,2026-07-02,422.94,USD,747-400,385,374,192590.27,31,29,21,20
300,AA,0026,2026-07-02,611.01,USD,A310-300,280,271,194881.88,22,21,10,10
300,AZ,0555,2026-07-02,185.00,EUR,DC-10-10,380,366,85312.75,41,40,18,18
300,LH,0454,2026-07-03,965.00,EUR,A310-300,280,271,307420.05,22,22,10,10
300,LH,2402,2026-07-03,242.00,EUR,A321,220,213,65054.44,22,22,11,11
300,UA,0941,2026-07-03,879.82,USD,A319,220,214,230134.91,22,21,10,9
300,UA,3504,2026-07-03,879.82,USD,DC-10-10,380,368,406037.66,41,39,18,18
300,LH,2407,2026-07-03,242.00,EUR,A321,220,207,63479.02,22,22,11,11
300,LH,2415,2026-07-03,242.00,EUR,727-200,189,183,55972.18,18,18,11,10
300,SQ,0866,2026-07-03,512.99,SGD,DC-10-10,380,374,241587.14,41,40,18,18
300,SQ,0988,2026-07-03,910.15,SGD,DC-10-10,380,380,435088.61,41,41,18,18
300,LH,2436,2026-07-03,242.00,EUR,737-200,130,125,37192.98,10,10,8,7
300,LH,2462,2026-07-03,242.00,EUR,A319,220,213,64105.80,22,21,10,10
300,JL,0408,2026-07-03,1061.36,JPY,A319,220,215,278490.14,22,20,10,10
300,LH,0400,2026-07-03,666.00,EUR,DC-10-10,380,369,308078.28,41,38,18,18
300,SQ,0002,2026-07-03,2320.04,SGD,A319,220,220,635482.33,22,22,10,10
300,LH,0401,2026-07-03,666.00,EUR,DC-10-10,380,366,306846.18,41,40,18,17
300,AZ,0791,2026-07-03,1014.00,EUR,A319,220,209,262027.74,22,20,10,10
300,SQ,0326,2026-07-03,1737.55,SGD,A310-300,280,280,566337.43,22,22,10,10
300,SQ,0997,2026-07-03,910.15,SGD,747-400,385,385,428326.25,31,31,21,21
300,JL,0407,2026-07-03,1061.36,JPY,A310-300,280,271,336429.76,22,21,10,10
300,UA,0007,2026-07-03,422.94,USD,A310-300,280,270,133721.03,22,21,10,10
300,LH,2463,2026-07-03,242.00,EUR,A321,220,211,64350.22,22,22,11,11
300,LH,3577,2026-07-03,185.00,EUR,A321,220,213,49321.00,22,21,11,11
300,AA,0064,2026-07-03,422.94,USD,A319,220,213,111664.75,22,22,10,10
300,QF,0005,2026-07-03,788.64,AUD,747-400,385,370,357269.93,31,30,21,20
300,LH,0402,2026-07-04,666.00,EUR,747-400,385,371,303136.56,31,30,21,20
300,SQ,0067,2026-07-04,329.31,SGD,747-400,385,385,155861.44,31,31,21,21
300,SQ,0114,2026-07-04,357.44,SGD,737-200,130,130,58269.98,10,10,8,8
300,LH,0455,2026-07-04,965.00,EUR,A319,220,212,256226.80,22,22,10,10
300,SQ,0117,2026-07-04,357.44,SGD,A319,220,220,96784.14,22,22,10,10
300,SQ,0158,2026-07-04,494.79,SGD,A321,220,214,132083.96,22,21,11,11
300,SQ,0161,2026-07-04,494.79,SGD,A321,220,220,136334.22,22,22,11,11
300,UA,3516,2026-07-04,611.01,USD,DC-10-10,380,368,282048.67,41,40,18,16
300,UA,3517,2026-07-04,611.01,USD,747-400,385,371,275052.65,31,29,21,20
300,AZ,0788,2026-07-04,1030.00,EUR,DC-10-10,380,361,470081.70,41,39,18,18
300,DL,0106,2026-07-04,611.01,USD,DC-10-10,380,361,276958.99,41,38,18,18
300,DL,1699,2026-07-04,422.94,USD,DC-10-10,380,369,195457.80,41,39,18,18
300,DL,1984,2026-07-04,422.94,USD,747-400,385,371,191642.84,31,30,21,20
300,SQ,0066,2026-07-04,329.31,SGD,DC-10-10,380,377,155159.98,41,41,18,18
300,UA,0941,2026-07-05,879.82,USD,A319,220,214,232616.03,22,21,10,10
300,UA,3504,2026-07-05,879.82,USD,DC-10-10,380,364,402791.13,41,39,18,18
300,LH,2415,2026-07-05,242.00,EUR,727-200,189,181,56192.40,18,18,11,11
300,SQ,0863,2026-07-05,512.99,SGD,A319,220,215,136219.13,22,22,10,10
300,SQ,0866,2026-07-05,512.99,SGD,DC-10-10,380,380,245188.32,41,41,18,18
300,SQ,0988,2026-07-05,910.15,SGD,DC-10-10,380,379,433386.68,41,41,18,18
300,LH,2462,2026-07-05,242.00,EUR,A319,220,203,61042.08,22,20,10,10
300,QF,0006,2026-07-05,788.64,AUD,A310-300,280,261,241860.35,22,19,10,10
300,AZ,0789,2026-07-05,1030.00,EUR,747-400,385,364,461378.20,31,29,21,20
300,SQ,0002,2026-07-05,2320.04,SGD,A319,220,220,629264.53,22,22,10,10
300,LH,0401,2026-07-05,666.00,EUR,DC-10-10,380,367,306426.60,41,40,18,17
300,SQ,0015,2026-07-05,2320.04,SGD,DC-10-10,380,372,1083806.87,41,40,18,18
300,AZ,0790,2026-07-05,1014.00,EUR,A310-300,280,271,324591.54,22,22,10,10
300,AZ,0791,2026-07-05,1014.00,EUR,A319,220,214,269358.96,22,21,10,10
300,SQ,0325,2026-07-05,1737.55,SGD,747-400,385,385,819463.87,31,31,21,21
300,SQ,0326,2026-07-05,1737.55,SGD,A310-300,280,280,568162.02,22,22,10,10
300,SQ,0997,2026-07-05,910.15,SGD,747-400,385,385,429691.51,31,31,21,21
300,JL,0407,2026-07-05,1061.36,JPY,A310-300,280,271,335166.72,22,22,10,9
300,AA,0017,2026-07-05,422.94,USD,747-400,385,371,192556.36,31,31,21,20
300,AA,0026,2026-07-05,611.01,USD,A310-300,280,268,189932.70,22,20,10,9
300,AA,0064,2026-07-05,422.94,USD,A319,220,214,110649.71,22,21,10,9
300,AZ,0555,2026-07-05,185.00,EUR,DC-10-10,380,370,86145.25,41,40,18,17
300,QF,0005,2026-07-05,788.64,AUD,747-400,385,373,363752.46,31,31,21,21
300,LH,0402,2026-07-06,666.00,EUR,747-400,385,372,306300.06,31,31,21,21
300,SQ,0067,2026-07-06,329.31,SGD,747-400,385,377,152575.05,31,30,21,21
300,LH,0454,2026-07-06,965.00,EUR,A310-300,280,270,307429.70,22,22,10,10
300,SQ,0114,2026-07-06,357.44,SGD,737-200,130,129,57101.09,10,10,8,8
300,LH,0455,2026-07-06,965.00,EUR,A319,220,211,252009.75,22,21,10,10
300,LH,2402,2026-07-06,242.00,EUR,A321,220,213,64045.30,22,20,11,11
300,SQ,0117,2026-07-06,357.44,SGD,A319,220,220,97566.97,22,22,10,10
300,SQ,0158,2026-07-06,494.79,SGD,A321,220,220,136749.86,22,22,11,11
300,SQ,0161,2026-07-06,494.79,SGD,A321,220,220,136230.31,22,22,11,11
300,UA,3516,2026-07-06,611.01,USD,DC-10-10,380,362,281425.45,41,40,18,18
300,LH,2407,2026-07-06,242.00,EUR,A321,220,205,62503.76,22,21,11,11
300,UA,3517,2026-07-06,611.01,USD,747-400,385,366,276256.31,31,31,21,20
300,LH,2436,2026-07-06,242.00,EUR,737-200,130,127,37889.94,10,10,8,7
300,JL,0408,2026-07-06,1061.36,JPY,A319,220,213,274064.35,22,21,10,9
300,AZ,0788,2026-07-06,1030.00,EUR,DC-10-10,380,364,468948.70,41,39,18,17
300,LH,0400,2026-07-06,666.00,EUR,DC-10-10,380,366,306000.36,41,40,18,17
300,DL,0106,2026-07-06,611.01,USD,DC-10-10,380,365,281058.86,41,39,18,18
300,DL,1699,2026-07-06,422.94,USD,DC-10-10,380,362,193304.86,41,40,18,17
300,DL,1984,2026-07-06,422.94,USD,747-400,385,363,188936.04,31,30,21,20
300,UA,0007,2026-07-06,422.94,USD,A310-300,280,264,131158.06,22,20,10,10
300,SQ,0066,2026-07-06,329.31,SGD,DC-10-10,380,379,157560.74,41,41,18,18
300,LH,2463,2026-07-06,242.00,EUR,A321,220,213,65148.82,22,22,11,11
300,LH,3577,2026-07-06,185.00,EUR,A321,220,212,48886.25,22,21,11,11
300,UA,0941,2026-07-07,879.82,USD,A319,220,210,229158.29,22,20,10,10
300,UA,3504,2026-07-07,879.82,USD,DC-10-10,380,362,404453.96,41,40,18,18
300,LH,2415,2026-07-07,242.00,EUR,727-200,189,183,56412.62,18,17,11,11
300,SQ,0863,2026-07-07,512.99,SGD,A319,220,218,139404.83,22,22,10,10
300,SQ,0866,2026-07-07,512.99,SGD,DC-10-10,380,380,244824.09,41,41,18,18
300,SQ,0988,2026-07-07,910.15,SGD,DC-10-10,380,380,436781.40,41,41,18,18
300,LH,2462,2026-07-07,242.00,EUR,A319,220,203,61596.26,22,20,10,10
300,QF,0006,2026-07-07,788.64,AUD,A310-300,280,269,250771.97,22,22,10,10
300,AZ,0789,2026-07-07,1030.00,EUR,747-400,385,371,466878.40,31,30,21,20
300,SQ,0002,2026-07-07,2320.04,SGD,A319,220,220,629427.02,22,22,10,10
300,LH,0401,2026-07-07,666.00,EUR,DC-10-10,380,367,309097.26,41,39,18,18
300,SQ,0015,2026-07-07,2320.04,SGD,DC-10-10,380,380,1108840.33,41,41,18,18
300,AZ,0790,2026-07-07,1014.00,EUR,A310-300,280,270,323425.44,22,22,10,10
300,AZ,0791,2026-07-07,1014.00,EUR,A319,220,214,267503.34,22,20,10,10
300,SQ,0325,2026-07-07,1737.55,SGD,747-400,385,377,809629.27,31,30,21,21
300,SQ,0326,2026-07-07,1737.55,SGD,A310-300,280,280,566354.91,22,22,10,10
300,SQ,0997,2026-07-07,910.15,SGD,747-400,385,385,430492.47,31,31,21,21
300,JL,0407,2026-07-07,1061.36,JPY,A310-300,280,268,330772.65,22,21,10,9
300,AA,0017,2026-07-07,422.94,USD,747-400,385,374,194907.99,31,30,21,21
300,AA,0026,2026-07-07,611.01,USD,A310-300,280,271,194185.36,22,22,10,10
300,AA,0064,2026-07-07,422.94,USD,A319,220,206,108543.38,22,20,10,10
300,AZ,0555,2026-07-07,185.00,EUR,DC-10-10,380,367,85027.85,41,39,18,17
300,QF,0005,2026-07-07,788.64,AUD,747-400,385,367,355227.38,31,30,21,19
300,LH,0402,2026-07-08,666.00,EUR,747-400,385,367,298088.28,31,30,21,19
300,SQ,0067,2026-07-08,329.31,SGD,747-400,385,375,150777.14,31,30,21,20
300,LH,0454,2026-07-08,965.00,EUR,A310-300,280,267,306213.80,22,22,10,10
300,SQ,0114,2026-07-08,357.44,SGD,737-200,130,130,57776.74,10,10,8,8
300,LH,0455,2026-07-08,965.00,EUR,A319,220,207,244627.50,22,21,10,9
300,LH,2402,2026-07-08,242.00,EUR,A321,220,207,63188.62,22,21,11,11
300,SQ,0117,2026-07-08,357.44,SGD,A319,220,213,93795.97,22,21,10,10
300,LH,2407,2026-07-08,242.00,EUR,A321,220,214,64207.44,22,21,11,10
300,UA,3517,2026-07-08,611.01,USD,747-400,385,374,279513.01,31,29,21,21
300,LH,2436,2026-07-08,242.00,EUR,737-200,130,125,38030.30,10,10,8,8
300,JL,0408,2026-07-08,1061.36,JPY,A319,220,213,279020.81,22,22,10,9
300,LH,0400,2026-07-08,666.00,EUR,DC-10-10,380,368,306872.82,41,41,18,16
300,DL,0106,2026-07-08,611.01,USD,DC-10-10,380,364,282678.04,41,41,18,18
300,DL,1699,2026-07-08,422.94,USD,DC-10-10,380,358,193110.31,41,40,18,18
300,DL,1984,2026-07-08,422.94,USD,747-400,385,372,192006.50,31,30,21,19
300,UA,0007,2026-07-08,422.94,USD,A310-300,280,266,131877.08,22,21,10,10
300,SQ,0066,2026-07-08,329.31,SGD,DC-10-10,380,374,154870.33,41,40,18,18
300,LH,2463,2026-07-08,242.00,EUR,A321,220,214,64238.90,22,21,11,10
300,LH,3577,2026-07-08,185.00,EUR,A321,220,208,48982.45,22,22,11,11
300,UA,0941,2026-07-09,879.82,USD,A319,220,213,233108.71,22,21,10,10
300,SQ,0158,2026-07-09,494.79,SGD,A321,220,219,135314.96,22,22,11,11
300,SQ,0161,2026-07-09,494.79,SGD,A321,220,218,135359.51,22,22,11,11
300,UA,3516,2026-07-09,611.01,USD,DC-10-10,380,362,275926.38,41,38,18,17
300,SQ,0863,2026-07-09,512.99,SGD,A319,220,220,140133.27,22,22,10,10
300,SQ,0866,2026-07-09,512.99,SGD,DC-10-10,380,380,244875.39,41,41,18,18
300,SQ,0988,2026-07-09,910.15,SGD,DC-10-10,380,380,437718.99,41,41,18,18
300,QF,0006,2026-07-09,788.64,AUD,A310-300,280,267,247104.72,22,20,10,10
300,AZ,0788,2026-07-09,1030.00,EUR,DC-10-10,380,366,474757.90,41,39,18,18
300,AZ,0789,2026-07-09,1030.00,EUR,747-400,385,363,460265.80,31,30,21,20
300,SQ,0002,2026-07-09,2320.04,SGD,A319,220,220,630911.86,22,22,10,10
300,SQ,0015,2026-07-09,2320.04,SGD,DC-10-10,380,375,1085523.70,41,40,18,18
300,AZ,0790,2026-07-09,1014.00,EUR,A310-300,280,271,321884.16,22,22,10,10
300,AZ,0791,2026-07-09,1014.00,EUR,A319,220,209,264096.30,22,21,10,10
300,SQ,0325,2026-07-09,1737.55,SGD,747-400,385,385,818282.44,31,31,21,21
